"word","page","link","x","y"
"avoid","017","pages\017.png","1012","2517"
"azure","017","pages\017.png","1842","2524"
"baggage","018","pages\018.png","1040","550"
"banana","018","pages\018.png","1880","544"
"babbitt","018","pages\018.png","220","673"
"bagpipe","018","pages\018.png","1051","673"
"bandage","018","pages\018.png","1879","673"
"babble","018","pages\018.png","220","795"
"bail","018","pages\018.png","1052","790"
"bandaged","018","pages\018.png","1948","797"
"baccalaureate","018","pages\018.png","222","919"
"bailiff","018","pages\018.png","1124","914"
"bandanna","018","pages\018.png","1878","912"
"bachelor","018","pages\018.png","220","1042"
"bailiwick","018","pages\018.png","1124","1042"
"bandit","018","pages\018.png","1879","1034"
"bailment","018","pages\018.png","1122","1157"
"bandoleer","018","pages\018.png","1879","1164"
"bacillus","018","pages\018.png","222","1165"
"bacilli","018","pages\018.png","292","1287"
"balance","018","pages\018.png","1054","1280"
"bang","018","pages\018.png","1877","1282"
"back","018","pages\018.png","221","1408"
"unbalanced","018","pages\018.png","1122","1400"
"banish","018","pages\018.png","1878","1397"
"banister","018","pages\018.png","1878","1646"
"backbone","018","pages\018.png","276","1530"
"balbriggan","018","pages\018.png","1051","1526"
"baldachin","018","pages\018.png","1050","1773"
"backer","018","pages\018.png","292","1651"
"balcony","018","pages\018.png","1054","1650"
"background","018","pages\018.png","282","1779"
"backhand","018","pages\018.png","294","1897"
"backslider","018","pages\018.png","285","2011"
"bank","018","pages\018.png","1878","1760"
"baldric","018","pages\018.png","1051","1886"
"bankrupt","018","pages\018.png","1947","1883"
"balk","018","pages\018.png","1052","2006"
"bankruptcy","018","pages\018.png","1947","2005"
"backward","018","pages\018.png","292","2133"
"ballast","018","pages\018.png","1050","2126"
"banquet","018","pages\018.png","1877","2129"
"backwardness","018","pages\018.png","287","2255"
"unballasted","018","pages\018.png","1124","2247"
"banter","018","pages\018.png","1878","2244"
"backwash","018","pages\018.png","294","2376"
"ballet","018","pages\018.png","1052","2368"
"baptize","018","pages\018.png","1878","2369"
"baptism","018","pages\018.png","1950","2491"
"bacterium","018","pages\018.png","224","2499"
"ballistics","018","pages\018.png","1052","2487"
"bacterial","018","pages\018.png","291","2731"
"ballot","018","pages\018.png","1049","2731"
"balsam","018","pages\018.png","1048","2850"
"bacteria","018","pages\018.png","294","2615"
"balloon","018","pages\018.png","1052","2608"
"Baptist","018","pages\018.png","1952","2609"
"bar","018","pages\018.png","1877","2723"
"barred","018","pages\018.png","1948","2843"
"bacteriology","018","pages\018.png","288","2856"
"badinage","018","pages\018.png","224","2981"
"baluster","018","pages\018.png","1051","2969"
"barb","018","pages\018.png","1877","2961"
"barbed","018","pages\018.png","1945","3082"
"baffle","018","pages\018.png","223","3097"
"balustrade","018","pages\018.png","1122","3084"
"bag","018","pages\018.png","224","3221"
"bamboo","018","pages\018.png","1050","3208"
"barbarian","018","pages\018.png","1876","3200"
"bagasse","018","pages\018.png","226","3341"
"banal","018","pages\018.png","1051","3329"
"barbaric","018","pages\018.png","1953","3320"
"bagatelle","018","pages\018.png","222","3465"
"banality","018","pages\018.png","1122","3451"
"barbarism","018","pages\018.png","1952","3441"
"banishment","018","pages\018.png","1942","1519"
"barbarity","019","pages\019.png","280","563"
"barrier","019","pages\019.png","1037","547"
"beatitude","019","pages\019.png","1946","549"
"barbarous","019","pages\019.png","273","683"
"barrister","019","pages\019.png","1040","673"
"beauty","019","pages\019.png","1868","678"
"barbecue","019","pages\019.png","207","812"
"base","019","pages\019.png","1036","793"
"beauteous","019","pages\019.png","1937","795"
"barber","019","pages\019.png","209","932"
"basal","019","pages\019.png","1107","916"
"beauties","019","pages\019.png","1938","918"
"barbican","019","pages\019.png","213","1049"
"baseboard","019","pages\019.png","1110","1039"
"beautiful","019","pages\019.png","1938","1041"
"bargain","019","pages\019.png","211","1176"
"basement","019","pages\019.png","1110","1161"
"beautify","019","pages\019.png","1938","1166"
"bargained","019","pages\019.png","280","1295"
"bases","019","pages\019.png","1100","1276"
"beaver","019","pages\019.png","1868","1285"
"barge","019","pages\019.png","210","1416"
"basic","019","pages\019.png","1108","1405"
"because, cause","019","pages\019.png","1867","1408"
"baritone","019","pages\019.png","208","1533"
"basis","019","pages\019.png","1106","1528"
"bed","019","pages\019.png","1867","1529"
"barley","019","pages\019.png","212","1655"
"debase","019","pages\019.png","1108","1647"
"bedchamber","019","pages\019.png","1932","1654"
"barnacle","019","pages\019.png","210","1773"
"bashful","019","pages\019.png","1038","1769"
"bedridden","019","pages\019.png","1936","1772"
"barograph","019","pages\019.png","208","1899"
"bashfulness","019","pages\019.png","1108","1891"
"bedroom","019","pages\019.png","1936","1893"
"barometer","019","pages\019.png","210","2015"
"basilica","019","pages\019.png","1037","2012"
"bedspread","019","pages\019.png","1936","2020"
"barometric","019","pages\019.png","264","2131"
"basilisk","019","pages\019.png","1037","2132"
"bee","019","pages\019.png","1866","2136"
"baron","019","pages\019.png","211","2257"
"bassoon","019","pages\019.png","1037","2252"
"befall","019","pages\019.png","1866","2256"
"baroness","019","pages\019.png","276","2381"
"baton","019","pages\019.png","1036","2373"
"befell","019","pages\019.png","1935","2377"
"baronet","019","pages\019.png","276","2494"
"battalion","019","pages\019.png","1036","2492"
"befit","019","pages\019.png","1865","2497"
"baronial","019","pages\019.png","277","2617"
"battery","019","pages\019.png","1037","2621"
"before","019","pages\019.png","1867","2619"
"barrack","019","pages\019.png","210","2733"
"battle","019","pages\019.png","1036","2736"
"beforehand","019","pages\019.png","1936","2740"
"barrage","019","pages\019.png","209","2868"
"barratry","019","pages\019.png","208","2989"
"bayonet","019","pages\019.png","1038","2862"
"befriend","019","pages\019.png","1866","2859"
"bayou","019","pages\019.png","1036","2984"
"beg","019","pages\019.png","1864","2983"
"barrel","019","pages\019.png","201","3092"
"beacon","019","pages\019.png","1036","3098"
"beggar","019","pages\019.png","1936","3103"
"barren","019","pages\019.png","205","3214"
"beagle","019","pages\019.png","1036","3225"
"begonia","019","pages\019.png","1865","3223"
"barrenness","019","pages\019.png","271","3336"
"beatify","019","pages\019.png","1035","3341"
"barricade","019","pages\019.png","202","3457"
"beguile","019","pages\019.png","1867","3345"
"beatification","019","pages\019.png","1100","3461"
"behalf","019","pages\019.png","1864","3463"
"behave","020","pages\020.png","378","564"
"belligerent","020","pages\020.png","1279","568"
"bereave","020","pages\020.png","2041","562"
"behaved","020","pages\020.png","434","689"
"bellows","020","pages\020.png","1210","685"
"berth","020","pages\020.png","2042","667"
"behavior","020","pages\020.png","439","809"
"belong","020","pages\020.png","1211","809"
"beseech","020","pages\020.png","2042","788"
"misbehave","020","pages\020.png","445","930"
"belove","020","pages\020.png","1212","930"
"beside","020","pages\020.png","2043","909"
"behead","020","pages\020.png","374","1063"
"below","020","pages\020.png","1212","1055"
"besiege","020","pages\020.png","2041","1040"
"beheld","020","pages\020.png","374","1176"
"belt","020","pages\020.png","1209","1173"
"bespeak","020","pages\020.png","2042","1164"
"behest","020","pages\020.png","376","1300"
"bench","020","pages\020.png","1212","1295"
"best","020","pages\020.png","2042","1283"
"behind","020","pages\020.png","374","1422"
"beneath","020","pages\020.png","1212","1417"
"bestial","020","pages\020.png","2044","1402"
"behindhand","020","pages\020.png","445","1549"
"benediction","020","pages\020.png","1212","1538"
"bestiality","020","pages\020.png","2112","1529"
"behold","020","pages\020.png","374","1663"
"benefit","020","pages\020.png","1212","1659"
"bestow","020","pages\020.png","2041","1645"
"behoove","020","pages\020.png","376","1785"
"benefaction","020","pages\020.png","1282","1781"
"bestowal","020","pages\020.png","2114","1767"
"beige","020","pages\020.png","373","1912"
"benefactor","020","pages\020.png","1282","1901"
"betray","020","pages\020.png","2042","1893"
"betrayal","020","pages\020.png","2112","2022"
"betrayed","020","pages\020.png","2113","2144"
"belfry","020","pages\020.png","374","2024"
"beneficence","020","pages\020.png","1277","2022"
"belie","020","pages\020.png","373","2144"
"beneficent","020","pages\020.png","1281","2143"
"belief","020","pages\020.png","374","2267"
"beneficial","020","pages\020.png","1280","2261"
"betroth","020","pages\020.png","2044","2253"
"betrothal","020","pages\020.png","2111","2383"
"believable","020","pages\020.png","446","2389"
"beneficiary","020","pages\020.png","1284","2387"
"believes","020","pages\020.png","436","2509"
"benevolence","020","pages\020.png","1208","2504"
"better","020","pages\020.png","2040","2496"
"benevolent","020","pages\020.png","1280","2626"
"bettered","020","pages\020.png","2111","2620"
"disbelieve","020","pages\020.png","445","2630"
"unbelievable","020","pages\020.png","448","2751"
"malevolent","020","pages\020.png","1274","2745"
"betterment","020","pages\020.png","2110","2737"
"belittle","020","pages\020.png","374","2873"
"benign","020","pages\020.png","1208","2872"
"between","020","pages\020.png","2042","2856"
"bell","020","pages\020.png","375","2993"
"benignancy","020","pages\020.png","1276","2990"
"bevel","020","pages\020.png","2040","2977"
"bellicose","020","pages\020.png","374","3113"
"benignant","020","pages\020.png","1280","3113"
"beveled","020","pages\020.png","2111","3097"
"bellicosity","020","pages\020.png","448","3236"
"benzene","020","pages\020.png","1200","3228"
"beverage","020","pages\020.png","2040","3221"
"belligerence","020","pages\020.png","374","3355"
"bequeath","020","pages\020.png","1207","3350"
"bewail","020","pages\020.png","2040","3337"
"belligerency","020","pages\020.png","448","3479"
"bequest","020","pages\020.png","1207","3472"
"beware","020","pages\020.png","2039","3454"
"bewilder","021","pages\021.png","181","532"
"binary","021","pages\021.png","1007","529"
"blacken","021","pages\021.png","1909","529"
"bewilderment","021","pages\021.png","250","653"
"binnacle","021","pages\021.png","993","641"
"blackened","021","pages\021.png","1910","650"
"bewitch","021","pages\021.png","172","773"
"binocular","021","pages\021.png","1006","770"
"blackmail","021","pages\021.png","1908","774"
"beyond","021","pages\021.png","176","901"
"biography","021","pages\021.png","994","901"
"blackness","021","pages\021.png","1907","893"
"biannual","021","pages\021.png","177","1026"
"biology","021","pages\021.png","1006","1023"
"blame","021","pages\021.png","1834","1018"
"bibliography","021","pages\021.png","172","1147"
"biplane","021","pages\021.png","1004","1145"
"blamed","021","pages\021.png","1904","1141"
"blameless","021","pages\021.png","1902","1269"
"bicameral","021","pages\021.png","176","1262"
"birth","021","pages\021.png","1002","1260"
"biceps","021","pages\021.png","175","1390"
"birthday","021","pages\021.png","1072","1389"
"blameworthy","021","pages\021.png","1903","1391"
"bicuspid","021","pages\021.png","167","1510"
"birthmark","021","pages\021.png","1071","1504"
"blandish","021","pages\021.png","1830","1502"
"bicycle","021","pages\021.png","175","1637"
"rebirth","021","pages\021.png","1074","1626"
"blandishment","021","pages\021.png","1881","1634"
"bid","021","pages\021.png","174","1747"
"bisect","021","pages\021.png","1002","1747"
"blanket","021","pages\021.png","1830","1745"
"bidden","021","pages\021.png","244","1868"
"bishop","021","pages\021.png","1000","1873"
"blaspheme","021","pages\021.png","1828","1871"
"biennial","021","pages\021.png","174","1988"
"archbishop","021","pages\021.png","1060","1994"
"blazon","021","pages\021.png","1830","1986"
"bigamy","021","pages\021.png","172","2115"
"bishopric","021","pages\021.png","1068","2115"
"blemish","021","pages\021.png","1829","2107"
"bigot","021","pages\021.png","170","2236"
"bismuth","021","pages\021.png","1000","2229"
"unblemished","021","pages\021.png","1902","2233"
"blight","021","pages\021.png","1827","2361"
"bigotry","021","pages\021.png","240","2357"
"bison","021","pages\021.png","998","2349"
"bijou","021","pages\021.png","159","2474"
"bite","021","pages\021.png","999","2473"
"blighted","021","pages\021.png","1900","2477"
"bilingual","021","pages\021.png","170","2596"
"bit","021","pages\021.png","1068","2591"
"blinder","021","pages\021.png","1827","2590"
"bilious","021","pages\021.png","167","2708"
"bitten","021","pages\021.png","1067","2711"
"blinker","021","pages\021.png","1830","2712"
"bill, built","021","pages\021.png","170","2836"
"bitter","021","pages\021.png","998","2831"
"bliss","021","pages\021.png","1828","2832"
"billboard","021","pages\021.png","240","2952"
"bitterest","021","pages\021.png","1072","2963"
"blissful","021","pages\021.png","1899","2954"
"billhead","021","pages\021.png","238","3070"
"bitumen","021","pages\021.png","998","3074"
"blissfully","021","pages\021.png","1900","3077"
"billiards","021","pages\021.png","167","3187"
"black","021","pages\021.png","1000","3193"
"blissfulness","021","pages\021.png","1900","3195"
"billow","021","pages\021.png","166","3308"
"blackberry","021","pages\021.png","1068","3315"
"blister","021","pages\021.png","1828","3312"
"bimetallism","021","pages\021.png","165","3426"
"blackboard","021","pages\021.png","1068","3432"
"blistered","021","pages\021.png","1896","3432"
"blithesome","022","pages\022.png","239","632"
"boast","022","pages\022.png","1064","628"
"bonus","022","pages\022.png","1893","619"
"blizzard","022","pages\022.png","236","743"
"boastful","022","pages\022.png","1138","743"
"book","022","pages\022.png","1895","743"
"block","022","pages\022.png","238","866"
"bodice","022","pages\022.png","1067","866"
"bookkeeper","022","pages\022.png","1964","872"
"blockade","022","pages\022.png","309","995"
"bodkin","022","pages\022.png","1065","989"
"bookkeeping","022","pages\022.png","1961","994"
"blockhouse","022","pages\022.png","304","1113"
"booklet","022","pages\022.png","1962","1110"
"blood","022","pages\022.png","239","1235"
"bodies","022","pages\022.png","1139","1234"
"bookshelf","022","pages\022.png","1964","1235"
"bloodless","022","pages\022.png","310","1354"
"bodily","022","pages\022.png","1140","1361"
"boomerang","022","pages\022.png","1893","1356"
"boracic","022","pages\022.png","1893","1474"
"bloodshot","022","pages\022.png","310","1481"
"bodyguard","022","pages\022.png","1138","1487"
"bloody","022","pages\022.png","307","1606"
"disembodied","022","pages\022.png","1136","1601"
"border","022","pages\022.png","1892","1601"
"blouse","022","pages\022.png","240","1724"
"embody","022","pages\022.png","1138","1729"
"bordered","022","pages\022.png","1959","1723"
"bludgeon","022","pages\022.png","241","1849"
"bog","022","pages\022.png","1068","1853"
"borderless","022","pages\022.png","1962","1846"
"bluff","022","pages\022.png","240","1963"
"bogus","022","pages\022.png","1066","1975"
"borough","022","pages\022.png","1892","1970"
"blunder","022","pages\022.png","242","2088"
"boiler","022","pages\022.png","1066","2089"
"borrow","022","pages\022.png","1888","2086"
"blundered","022","pages\022.png","310","2210"
"bold","022","pages\022.png","1068","2210"
"bosom","022","pages\022.png","1892","2207"
"blunderer","022","pages\022.png","310","2331"
"bolder","022","pages\022.png","1136","2331"
"botany","022","pages\022.png","1887","2333"
"blunt","022","pages\022.png","235","2451"
"boldest","022","pages\022.png","1134","2452"
"botanic","022","pages\022.png","1962","2450"
"blur","022","pages\022.png","240","2571"
"bolster","022","pages\022.png","1066","2574"
"botanical","022","pages\022.png","1962","2573"
"blush","022","pages\022.png","239","2696"
"bolt","022","pages\022.png","1065","2694"
"botanist","022","pages\022.png","1962","2694"
"unblushing","022","pages\022.png","308","2823"
"bolted","022","pages\022.png","1134","2816"
"both","022","pages\022.png","1887","2812"
"bluster","022","pages\022.png","238","2935"
"bombardment","022","pages\022.png","1066","2937"
"bother","022","pages\022.png","1880","2934"
"boa","022","pages\022.png","238","3055"
"bombastic","022","pages\022.png","1066","3060"
"bothered","022","pages\022.png","1964","3051"
"boar","022","pages\022.png","242","3177"
"bothersome","022","pages\022.png","1963","3182"
"bond","022","pages\022.png","1065","3175"
"board","022","pages\022.png","233","3292"
"bondage","022","pages\022.png","1136","3305"
"bottle","022","pages\022.png","1890","3292"
"boarded","022","pages\022.png","308","3420"
"bonded","022","pages\022.png","1136","3417"
"bottled","022","pages\022.png","1963","3410"
"boarder","022","pages\022.png","314","3537"
"bonnet","022","pages\022.png","1067","3541"
"bottom","022","pages\022.png","1892","3532"
"body","022","pages\022.png","1060","1120"
"braggart","023","pages\023.png","1031","578"
"brandish","023","pages\023.png","1031","695"
"bough","023","pages\023.png","208","581"
"brigand","023","pages\023.png","1856","570"
"boulevard","023","pages\023.png","208","702"
"brigantine","023","pages\023.png","1848","693"
"bounce","023","pages\023.png","210","825"
"brave","023","pages\023.png","1028","811"
"bright","023","pages\023.png","1856","815"
"bounced","023","pages\023.png","276","943"
"bravery","023","pages\023.png","1101","941"
"brighten","023","pages\023.png","1928","939"
"brighter","023","pages\023.png","1926","1061"
"bound","023","pages\023.png","200","1069"
"bravest","023","pages\023.png","1099","1055"
"boundary","023","pages\023.png","276","1204"
"bounden","023","pages\023.png","278","1315"
"brazen","023","pages\023.png","1030","1179"
"brightly","023","pages\023.png","1928","1183"
"brazier","023","pages\023.png","1030","1298"
"brightness","023","pages\023.png","1930","1310"
"boundless","023","pages\023.png","278","1432"
"breadth","023","pages\023.png","1031","1419"
"brilliant","023","pages\023.png","1858","1420"
"brilliance","023","pages\023.png","1914","1550"
"brilliancy","023","pages\023.png","1927","1665"
"unbounded","023","pages\023.png","280","1553"
"break","023","pages\023.png","1028","1540"
"bounty","023","pages\023.png","206","1682"
"breakable","023","pages\023.png","1100","1663"
"breakage","023","pages\023.png","1098","1788"
"brilliantine","023","pages\023.png","1924","1786"
"bounteous","023","pages\023.png","278","1800"
"bounties","023","pages\023.png","274","1918"
"unbreakable","023","pages\023.png","1102","1904"
"bristle","023","pages\023.png","1857","1905"
"bountiful","023","pages\023.png","272","2038"
"unbroken","023","pages\023.png","1100","2024"
"brocade","023","pages\023.png","1857","2024"
"bouquet","023","pages\023.png","202","2171"
"breast","023","pages\023.png","1030","2145"
"brochure","023","pages\023.png","1854","2145"
"bovine","023","pages\023.png","202","2282"
"breath","023","pages\023.png","1030","2266"
"brokerage","023","pages\023.png","1855","2270"
"bower","023","pages\023.png","204","2402"
"brevet","023","pages\023.png","1030","2387"
"bronchitis","023","pages\023.png","1858","2386"
"bowlder","023","pages\023.png","206","2522"
"breviary","023","pages\023.png","1029","2511"
"brother","023","pages\023.png","1856","2507"
"bowsprit","023","pages\023.png","203","2646"
"brew","023","pages\023.png","1030","2627"
"brother-in-law","023","pages\023.png","1931","2634"
"box","023","pages\023.png","206","2764"
"bribery","023","pages\023.png","1032","2753"
"brotherly","023","pages\023.png","1932","2753"
"bride","023","pages\023.png","1030","2867"
"brougham","023","pages\023.png","1853","2881"
"boxed","023","pages\023.png","275","2884"
"boxer","023","pages\023.png","274","3003"
"bridal","023","pages\023.png","1100","2999"
"brown","023","pages\023.png","1858","2989"
"boxes","023","pages\023.png","274","3123"
"brief","023","pages\023.png","1024","3117"
"brownish","023","pages\023.png","1930","3106"
"boycott","023","pages\023.png","206","3250"
"abbreviate","023","pages\023.png","1100","3238"
"brunt","023","pages\023.png","1848","3230"
"bracelet","023","pages\023.png","206","3364"
"brevity","023","pages\023.png","1104","3364"
"brush","023","pages\023.png","1858","3352"
"brackish","023","pages\023.png","206","3485"
"brigade","023","pages\023.png","1032","3482"
"brute","023","pages\023.png","1861","3469"
"bulletin","024","pages\024.png","1104","580"
"brutality","024","pages\024.png","348","593"
"burlesque","024","pages\024.png","1928","595"
"brutalization","024","pages\024.png","344","718"
"bullion","024","pages\024.png","1104","715"
"burly","024","pages\024.png","1928","717"
"brutalize","024","pages\024.png","346","836"
"bullock","024","pages\024.png","1104","832"
"burn","024","pages\024.png","1926","833"
"brutally","024","pages\024.png","344","960"
"bulrush","024","pages\024.png","1102","959"
"burned","024","pages\024.png","1993","965"
"brutish","024","pages\024.png","342","1078"
"bulwark","024","pages\024.png","1102","1078"
"burner","024","pages\024.png","1994","1080"
"bubble","024","pages\024.png","276","1201"
"bunch","024","pages\024.png","1100","1203"
"burnt","024","pages\024.png","1993","1202"
"buccaneer","024","pages\024.png","273","1323"
"bundle","024","pages\024.png","1102","1324"
"burnish","024","pages\024.png","1923","1324"
"bucket","024","pages\024.png","276","1447"
"bungalow","024","pages\024.png","1103","1450"
"burrow","024","pages\024.png","1920","1445"
"buckle","024","pages\024.png","273","1569"
"bungle","024","pages\024.png","1100","1573"
"bursar","024","pages\024.png","1919","1567"
"buckler","024","pages\024.png","277","1690"
"bunion","024","pages\024.png","1099","1689"
"burst","024","pages\024.png","1922","1689"
"buckram","024","pages\024.png","277","1819"
"bucolic","024","pages\024.png","278","1937"
"bunker","024","pages\024.png","1098","1812"
"bury","024","pages\024.png","1920","1817"
"buoy","024","pages\024.png","1097","1939"
"burial","024","pages\024.png","1990","1932"
"budget","024","pages\024.png","277","2059"
"buoyancy","024","pages\024.png","1167","2059"
"bush","024","pages\024.png","1918","2053"
"buffalo","024","pages\024.png","278","2173"
"buoyant","024","pages\024.png","1162","2182"
"business","024","pages\024.png","1919","2174"
"buffet","024","pages\024.png","274","2295"
"burden","024","pages\024.png","1095","2300"
"businesslike","024","pages\024.png","1985","2297"
"bugle","024","pages\024.png","273","2422"
"burdened","024","pages\024.png","1168","2419"
"bust","024","pages\024.png","1920","2416"
"build","024","pages\024.png","272","2535"
"burdensome","024","pages\024.png","1155","2553"
"bustle","024","pages\024.png","1918","2537"
"builded","024","pages\024.png","340","2656"
"bureau","024","pages\024.png","1097","2661"
"bustled","024","pages\024.png","1988","2657"
"bureaucracy","024","pages\024.png","1151","2783"
"busy","024","pages\024.png","1916","2787"
"builder","024","pages\024.png","342","2777"
"built","024","pages\024.png","338","2897"
"bureaucrat","024","pages\024.png","1166","2911"
"busied","024","pages\024.png","1988","2899"
"bulb","024","pages\024.png","269","3018"
"bureaucratic","024","pages\024.png","1168","3023"
"busily","024","pages\024.png","1988","3027"
"bulge","024","pages\024.png","267","3146"
"burgess","024","pages\024.png","1094","3149"
"but","024","pages\024.png","1917","3140"
"bulk","024","pages\024.png","267","3259"
"burglar","024","pages\024.png","1094","3269"
"butcher","024","pages\024.png","1914","3265"
"bulky","024","pages\024.png","340","3387"
"burglariouse","024","pages\024.png","1164","3390"
"butler","024","pages\024.png","1919","3384"
"bullet","024","pages\024.png","255","3512"
"burlap","024","pages\024.png","1095","3510"
"butt","024","pages\024.png","1917","3502"
"butter","025","pages\025.png","219","533"
"buttonhook","025","pages\025.png","1112","527"
"buttered","025","pages\025.png","290","651"
"buttonwood","025","pages\025.png","1110","649"
"bygone","025","pages\025.png","1939","656"
"butternut","025","pages\025.png","288","774"
"buttress","025","pages\025.png","1040","770"
"by-law","025","pages\025.png","1938","777"
"buttery","025","pages\025.png","273","903"
"buxom","025","pages\025.png","1041","903"
"by-product","025","pages\025.png","1938","901"
"button","025","pages\025.png","202","1024"
"buy","025","pages\025.png","1040","1033"
"bystander","025","pages\025.png","1936","1023"
"buttoned","025","pages\025.png","284","1145"
"buyer","025","pages\025.png","1111","1154"
"byway","025","pages\025.png","1936","1145"
"buttonhole","025","pages\025.png","288","1266"
"buzzard","025","pages\025.png","1040","1271"
"byword","025","pages\025.png","1936","1265"
"by","025","pages\025.png","1865","523"
"miscalculate","026","pages\026.png","1102","520"
"canal","026","pages\026.png","1856","521"
"cabal","026","pages\026.png","209","642"
"calendar","026","pages\026.png","1030","641"
"canary","026","pages\026.png","1852","658"
"cabbage","026","pages\026.png","207","770"
"caliber","026","pages\026.png","1028","763"
"cancel","026","pages\026.png","1852","765"
"cabin","026","pages\026.png","204","885"
"calibrate","026","pages\026.png","1100","885"
"cancellation","026","pages\026.png","1920","889"
"cabinet","026","pages\026.png","204","1006"
"calico","026","pages\026.png","1026","1008"
"cancer","026","pages\026.png","1848","1021"
"cable","026","pages\026.png","202","1127"
"caliper","026","pages\026.png","1024","1137"
"candelabrum","026","pages\026.png","1848","1132"
"cablegram","026","pages\026.png","271","1254"
"calisthenics","026","pages\026.png","1024","1245"
"candidate","026","pages\026.png","1848","1255"
"cadaver","026","pages\026.png","202","1367"
"call","026","pages\026.png","1021","1375"
"candidacy","026","pages\026.png","1918","1384"
"cadence","026","pages\026.png","203","1490"
"cadenza","026","pages\026.png","200","1611"
"recall","026","pages\026.png","1094","1495"
"candidature","026","pages\026.png","1916","1498"
"calliope","026","pages\026.png","1021","1614"
"candle","026","pages\026.png","1844","1618"
"cadet","026","pages\026.png","190","1731"
"callous","026","pages\026.png","1023","1738"
"candor","026","pages\026.png","1842","1740"
"caduceus","026","pages\026.png","197","1850"
"callosity","026","pages\026.png","1092","1867"
"candid","026","pages\026.png","1914","1860"
"cafeteria","026","pages\026.png","198","1972"
"calm","026","pages\026.png","1019","1980"
"candy","026","pages\026.png","1841","1990"
"caisson","026","pages\026.png","198","2093"
"calmed","026","pages\026.png","1088","2101"
"candied","026","pages\026.png","1912","2105"
"cajole","026","pages\026.png","196","2217"
"calmly","026","pages\026.png","1088","2229"
"canine","026","pages\026.png","1841","2228"
"calamity","026","pages\026.png","191","2328"
"calmness","026","pages\026.png","1092","2343"
"canister","026","pages\026.png","1840","2346"
"calamitous","026","pages\026.png","262","2450"
"caforie","026","pages\026.png","1016","2455"
"canker","026","pages\026.png","1839","2466"
"calcium","026","pages\026.png","194","2570"
"calumny","026","pages\026.png","1012","2593"
"canned","026","pages\026.png","1838","2594"
"calcimine","026","pages\026.png","262","2686"
"calumniate","026","pages\026.png","1087","2703"
"cannery","026","pages\026.png","1901","2708"
"calcine","026","pages\026.png","262","2805"
"calumnious","026","pages\026.png","1086","2823"
"cannibal","026","pages\026.png","1831","2825"
"calculate","026","pages\026.png","188","2927"
"cambric","026","pages\026.png","1016","2943"
"cannon","026","pages\026.png","1836","2955"
"calculable","026","pages\026.png","256","3065"
"camel","026","pages\026.png","1014","3064"
"cannonade","026","pages\026.png","1906","3061"
"calculation","026","pages\026.png","259","3180"
"campaign","026","pages\026.png","1015","3190"
"cannoneer","026","pages\026.png","1908","3195"
"calculator","026","pages\026.png","266","3301"
"camphor","026","pages\026.png","1015","3313"
"canny","026","pages\026.png","1836","3320"
"incalculable","026","pages\026.png","260","3424"
"Canadian","026","pages\026.png","1016","3422"
"canoe","026","pages\026.png","1834","3433"
"canopy","027","pages\027.png","194","561"
"recapitulate","027","pages\027.png","1087","551"
"carburetor","027","pages\027.png","1836","543"
"caprice","027","pages\027.png","1016","666"
"cantaloupe","027","pages\027.png","194","670"
"carcass","027","pages\027.png","1835","676"
"capricious","027","pages\027.png","1084","789"
"carcinoma","027","pages\027.png","1836","782"
"canteen","027","pages\027.png","192","798"
"capsize","027","pages\027.png","1011","911"
"cardboard","027","pages\027.png","1835","907"
"canter","027","pages\027.png","192","920"
"cantilever","027","pages\027.png","190","1035"
"capstan","027","pages\027.png","1012","1033"
"cardiac","027","pages\027.png","1834","1034"
"canton","027","pages\027.png","189","1164"
"capsule","027","pages\027.png","1012","1158"
"cardinal","027","pages\027.png","1832","1154"
"canvas","027","pages\027.png","188","1291"
"captain","027","pages\027.png","1012","1278"
"care","027","pages\027.png","1832","1286"
"caoutchouc","027","pages\027.png","189","1402"
"caption","027","pages\027.png","1012","1398"
"careful","027","pages\027.png","1902","1400"
"capable","027","pages\027.png","189","1530"
"captious","027","pages\027.png","1010","1520"
"careless","027","pages\027.png","1903","1517"
"capability","027","pages\027.png","256","1648"
"capture","027","pages\027.png","1010","1648"
"carelessness","027","pages\027.png","1901","1638"
"capacious","027","pages\027.png","256","1772"
"captivate","027","pages\027.png","1075","1762"
"cares","027","pages\027.png","1899","1770"
"capacitate","027","pages\027.png","256","1889"
"captivity","027","pages\027.png","1072","1886"
"careworn","027","pages\027.png","1898","1891"
"capacity","027","pages\027.png","254","2011"
"captor","027","pages\027.png","1072","2012"
"career","027","pages\027.png","1828","2010"
"incapable","027","pages\027.png","254","2133"
"carat","027","pages\027.png","1003","2127"
"caress","027","pages\027.png","1827","2130"
"incapacitate","027","pages\027.png","252","2251"
"caravan","027","pages\027.png","1001","2247"
"caribou","027","pages\027.png","1826","2240"
"incapacity","027","pages\027.png","252","2371"
"carbide","027","pages\027.png","1000","2361"
"caricature","027","pages\027.png","1825","2362"
"capillary","027","pages\027.png","180","2492"
"carbine","027","pages\027.png","998","2482"
"carmine","027","pages\027.png","1820","2485"
"capillarity","027","pages\027.png","248","2612"
"carbolic","027","pages\027.png","997","2600"
"carnal","027","pages\027.png","1824","2604"
"capital","027","pages\027.png","179","2732"
"carbon","027","pages\027.png","997","2721"
"carnage","027","pages\027.png","1894","2740"
"capitalism","027","pages\027.png","240","2853"
